Voos,Companhia.Aerea,Aeroporto.Origem,Cidade.Origem,Estado.Origem,Aeroporto.Destino,Cidade.Destino,Estado.Destino,LongDest,LatDest,LongOrig,LatOrig
GLO - 1602,GOL,Congonhas,Sao Paulo,SP,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-46.6565842,-23.6273246
GLO - 1603,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-43.2494233,-22.8134098
GLO - 1604,GOL,Salgado Filho,Porto Alegre,RS,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-51.175381100000000,-29.9934732
GLO - 1605,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-43.2494233,-22.8134098
GLO - 1606,GOL,Congonhas,Sao Paulo,SP,Hercilio Luz,Florianopolis,SC,-48.5459657,-27.670118,-46.6565842,-23.6273246
GLO - 1607,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-43.2494233,-22.8134098
GLO - 1608,GOL,Congonhas,Sao Paulo,SP,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-46.6565842,-23.6273246
GLO - 1609,GOL,Hercilio Luz,Florianopolis,SC,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-48.5459657,-27.670118
GLO - 1610,GOL,Congonhas,Sao Paulo,SP,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-46.6565842,-23.6273246
GLO - 1611,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-43.2494233,-22.8134098
GLO - 1612,GOL,Congonhas,Sao Paulo,SP,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-46.6565842,-23.6273246
GLO - 1613,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-43.2494233,-22.8134098
GLO - 1614,GOL,Congonhas,Sao Paulo,SP,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-46.6565842,-23.6273246
GLO - 1615,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-43.2494233,-22.8134098
GLO - 1616,GOL,Tancredo Neves,Confins,MG,Guararapes - Gilberto Freyre,Recife,PE,-34.924015400000000,-8.1259315,-43.965396000000000,-19.634099
GLO - 1617,GOL,Guararapes - Gilberto Freyre,Recife,PE,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-34.924015400000000,-8.1259315
GLO - 1618,GOL,Tancredo Neves,Confins,MG,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-43.965396000000000,-19.634099
GLO - 1619,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-38.3312411,-12.9110977
GLO - 1620,GOL,Val De Cans,Belem,PA,Macapa,Macapa,AP,-51.067109500000000,0.05000810000000000,-48.4775227,-1.3820615
GLO - 1621,GOL,Regional Hugo Cantergiani,Caxias Do Sul,RS,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-51.1869302,-29.1949191
GLO - 1622,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-43.2494233,-22.8134098
GLO - 1624,GOL,Tancredo Neves,Confins,MG,Guararapes - Gilberto Freyre,Recife,PE,-34.924015400000000,-8.1259315,-43.965396000000000,-19.634099
GLO - 1625,GOL,Marechal Rondon,Varzea Grande,MT,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-56.117268700000000,-15.653078600000000
GLO - 1626,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-43.2494233,-22.8134098
GLO - 1628,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-43.2494233,-22.8134098
GLO - 1629,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-47.9172348,-15.869736900000000
GLO - 1631,GOL,Congonhas,Sao Paulo,SP,Guararapes - Gilberto Freyre,Recife,PE,-34.924015400000000,-8.1259315,-46.6565842,-23.6273246
GLO - 1632,GOL,Congonhas,Sao Paulo,SP,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-46.6565842,-23.6273246
GLO - 1633,GOL,Eurico De Aguiar Salles,Vitoria,ES,Santos Dumont,Rio De Janeiro,RJ,-43.1648755,-22.911143800000000,-40.2835346,-20.257648900000000
GLO - 1634,GOL,Santos Dumont,Rio De Janeiro,RJ,Ministro Victor Konder,Navegantes,SC,-48.649086700000000,-26.8805344,-43.1648755,-22.911143800000000
GLO - 1635,GOL,Eurico De Aguiar Salles,Vitoria,ES,Santos Dumont,Rio De Janeiro,RJ,-43.1648755,-22.911143800000000,-40.2835346,-20.257648900000000
GLO - 1636,GOL,Guararapes - Gilberto Freyre,Recife,PE,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-34.924015400000000,-8.1259315
GLO - 1637,GOL,Ministro Victor Konder,Navegantes,SC,Santos Dumont,Rio De Janeiro,RJ,-43.1648755,-22.911143800000000,-48.649086700000000,-26.8805344
GLO - 1638,GOL,Santos Dumont,Rio De Janeiro,RJ,Eurico De Aguiar Salles,Vitoria,ES,-40.2835346,-20.257648900000000,-43.1648755,-22.911143800000000
GLO - 1639,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-43.2494233,-22.8134098
GLO - 1640,GOL,Santos Dumont,Rio De Janeiro,RJ,Eurico De Aguiar Salles,Vitoria,ES,-40.2835346,-20.257648900000000,-43.1648755,-22.911143800000000
GLO - 1641,GOL,Tancredo Neves,Confins,MG,Santos Dumont,Rio De Janeiro,RJ,-43.1648755,-22.911143800000000,-43.965396000000000,-19.634099
GLO - 1642,GOL,Tancredo Neves,Confins,MG,Porto Seguro,Porto Seguro,BA,-39.0821431,-16.4395303,-43.965396000000000,-19.634099
GLO - 1643,GOL,Eurico De Aguiar Salles,Vitoria,ES,Santos Dumont,Rio De Janeiro,RJ,-43.1648755,-22.911143800000000,-40.2835346,-20.257648900000000
GLO - 1645,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Eurico De Aguiar Salles,Vitoria,ES,-40.2835346,-20.257648900000000,-38.3312411,-12.9110977
GLO - 1646,GOL,Eduardo Gomes,Manaus,AM,Atlas Brasil Cantanhede,Boa Vista,RR,-60.69259030000000,2.8419238000000000,-60.046324900000000,-3.0358474000000000
GLO - 1647,GOL,Eduardo Gomes,Manaus,AM,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-60.046324900000000,-3.0358474000000000
GLO - 1648,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Zumbi Dos Palmares,Rio Largo,AL,-35.792882900000000,-9.5116056,-38.3312411,-12.9110977
GLO - 1649,GOL,Zumbi Dos Palmares,Rio Largo,AL,Deputado Luis Eduardo Magalhaes,Salvador,BA,-38.3312411,-12.9110977,-35.792882900000000,-9.5116056
GLO - 1650,GOL,Val De Cans,Belem,PA,Marechal Cunha Machado,Sao Luis,MA,-44.2348802,-2.5849927000000000,-48.4775227,-1.3820615
GLO - 1651,GOL,Eduardo Gomes,Manaus,AM,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-60.046324900000000,-3.0358474000000000
GLO - 1652,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Eduardo Gomes,Manaus,AM,-60.046324900000000,-3.0358474000000000,-46.478126,-23.434552900000000
GLO - 1653,GOL,Eduardo Gomes,Manaus,AM,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-60.046324900000000,-3.0358474000000000
GLO - 1654,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Eduardo Gomes,Manaus,AM,-60.046324900000000,-3.0358474000000000,-47.9172348,-15.869736900000000
GLO - 1659,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-38.3312411,-12.9110977
GLO - 1661,GOL,Porto Seguro,Porto Seguro,BA,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-39.0821431,-16.4395303
GLO - 1662,GOL,Santos Dumont,Rio De Janeiro,RJ,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-43.1648755,-22.911143800000000
GLO - 1663,GOL,Tancredo Neves,Confins,MG,Santos Dumont,Rio De Janeiro,RJ,-43.1648755,-22.911143800000000,-43.965396000000000,-19.634099
GLO - 1664,GOL,Santos Dumont,Rio De Janeiro,RJ,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-43.1648755,-22.911143800000000
GLO - 1665,GOL,Tancredo Neves,Confins,MG,Santos Dumont,Rio De Janeiro,RJ,-43.1648755,-22.911143800000000,-43.965396000000000,-19.634099
GLO - 1666,GOL,Santos Dumont,Rio De Janeiro,RJ,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-43.1648755,-22.911143800000000
GLO - 1667,GOL,Tenente-Coronel Aviador Cesar Bombonato,Uberlandia,MG,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-48.2308653,-18.888969
GLO - 1668,GOL,Santos Dumont,Rio De Janeiro,RJ,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-43.1648755,-22.911143800000000
GLO - 1669,GOL,Tancredo Neves,Confins,MG,Santos Dumont,Rio De Janeiro,RJ,-43.1648755,-22.911143800000000,-43.965396000000000,-19.634099
GLO - 1670,GOL,Santos Dumont,Rio De Janeiro,RJ,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-43.1648755,-22.911143800000000
GLO - 1672,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Pinto Martins,Fortaleza,CE,-38.5330966,-3.7771555,-47.9172348,-15.869736900000000
GLO - 1673,GOL,Salgado Filho,Porto Alegre,RS,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-51.175381100000000,-29.9934732
GLO - 1674,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Pinto Martins,Fortaleza,CE,-38.5330966,-3.7771555,-47.9172348,-15.869736900000000
GLO - 1676,GOL,Guararapes - Gilberto Freyre,Recife,PE,Pinto Martins,Fortaleza,CE,-38.5330966,-3.7771555,-34.924015400000000,-8.1259315
GLO - 1677,GOL,Pinto Martins,Fortaleza,CE,Guararapes - Gilberto Freyre,Recife,PE,-34.924015400000000,-8.1259315,-38.5330966,-3.7771555
GLO - 1679,GOL,Hercilio Luz,Florianopolis,SC,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-48.5459657,-27.670118
GLO - 1680,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-46.478126,-23.434552900000000
GLO - 1683,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-47.9172348,-15.869736900000000
GLO - 1684,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-46.478126,-23.434552900000000
GLO - 1685,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-47.9172348,-15.869736900000000
GLO - 1686,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-46.478126,-23.434552900000000
GLO - 1687,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-47.9172348,-15.869736900000000
GLO - 1691,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-47.9172348,-15.869736900000000
GLO - 1693,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-47.9172348,-15.869736900000000
GLO - 1694,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Eurico De Aguiar Salles,Vitoria,ES,-40.2835346,-20.257648900000000,-43.2494233,-22.8134098
GLO - 1695,GOL,Eurico De Aguiar Salles,Vitoria,ES,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-40.2835346,-20.257648900000000
GLO - 1696,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Eurico De Aguiar Salles,Vitoria,ES,-40.2835346,-20.257648900000000,-43.2494233,-22.8134098
GLO - 1697,GOL,Santos Dumont,Rio De Janeiro,RJ,Eurico De Aguiar Salles,Vitoria,ES,-40.2835346,-20.257648900000000,-43.1648755,-22.911143800000000
GLO - 1698,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Eurico De Aguiar Salles,Vitoria,ES,-40.2835346,-20.257648900000000,-43.2494233,-22.8134098
GLO - 1699,GOL,Eurico De Aguiar Salles,Vitoria,ES,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-40.2835346,-20.257648900000000
GLO - 1700,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Santos Dumont,Rio De Janeiro,RJ,-43.1648755,-22.911143800000000,-46.478126,-23.434552900000000
GLO - 1701,GOL,Santa Maria,Aracaju,SE,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-37.07624620000000,-10.9822278
GLO - 1702,GOL,Congonhas,Sao Paulo,SP,Santa Genoveva,Goiania,GO,-49.2221166,-16.632488000000000,-46.6565842,-23.6273246
GLO - 1703,GOL,Santos Dumont,Rio De Janeiro,RJ,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-43.1648755,-22.911143800000000
GLO - 1704,GOL,Santos Dumont,Rio De Janeiro,RJ,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-43.1648755,-22.911143800000000
GLO - 1705,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-38.3312411,-12.9110977
GLO - 1706,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Santos Dumont,Rio De Janeiro,RJ,-43.1648755,-22.911143800000000,-46.478126,-23.434552900000000
GLO - 1707,GOL,Santos Dumont,Rio De Janeiro,RJ,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-43.1648755,-22.911143800000000
GLO - 1708,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Santos Dumont,Rio De Janeiro,RJ,-43.1648755,-22.911143800000000,-46.478126,-23.434552900000000
GLO - 1709,GOL,Santos Dumont,Rio De Janeiro,RJ,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-43.1648755,-22.911143800000000
GLO - 1710,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Santa Maria,Aracaju,SE,-37.07624620000000,-10.9822278,-43.2494233,-22.8134098
GLO - 1711,GOL,Santos Dumont,Rio De Janeiro,RJ,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-43.1648755,-22.911143800000000
GLO - 1713,GOL,Santos Dumont,Rio De Janeiro,RJ,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-43.1648755,-22.911143800000000
GLO - 1715,GOL,Santos Dumont,Rio De Janeiro,RJ,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-43.1648755,-22.911143800000000
GLO - 1716,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Santos Dumont,Rio De Janeiro,RJ,-43.1648755,-22.911143800000000,-46.478126,-23.434552900000000
GLO - 1718,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Santos Dumont,Rio De Janeiro,RJ,-43.1648755,-22.911143800000000,-46.478126,-23.434552900000000
GLO - 1719,GOL,Santos Dumont,Rio De Janeiro,RJ,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-43.1648755,-22.911143800000000
GLO - 1720,GOL,Regional De Maringa - Silvio Name Junior,Maringa,PR,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-52.0164842,-23.4766098
GLO - 1721,GOL,Regional De Maringa - Silvio Name Junior,Maringa,PR,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-52.0164842,-23.4766098
GLO - 1722,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Zumbi Dos Palmares,Rio Largo,AL,-35.792882900000000,-9.5116056,-46.478126,-23.434552900000000
GLO - 1723,GOL,Pinto Martins,Fortaleza,CE,Deputado Luis Eduardo Magalhaes,Salvador,BA,-38.3312411,-12.9110977,-38.5330966,-3.7771555
GLO - 1724,GOL,Afonso Pena,Sao Jose Dos Pinhais,PR,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-49.1724811,-25.5327132
GLO - 1725,GOL,Tancredo Neves,Confins,MG,Afonso Pena,Sao Jose Dos Pinhais,PR,-49.1724811,-25.5327132,-43.965396000000000,-19.634099
GLO - 1726,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Brigadeiro Lysias Rodrigues,Palmas,TO,-48.3575251,-10.294325600000000,-47.9172348,-15.869736900000000
GLO - 1727,GOL,Congonhas,Sao Paulo,SP,Lauro Carneiro De Loyola,Joinville,SC,-48.799841800000000,-26.2234999,-46.6565842,-23.6273246
GLO - 1728,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Brigadeiro Lysias Rodrigues,Palmas,TO,-48.3575251,-10.294325600000000,-47.9172348,-15.869736900000000
GLO - 1729,GOL,Brigadeiro Lysias Rodrigues,Palmas,TO,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-48.3575251,-10.294325600000000
GLO - 1731,GOL,Ministro Victor Konder,Navegantes,SC,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-48.649086700000000,-26.8805344
GLO - 1732,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Ministro Victor Konder,Navegantes,SC,-48.649086700000000,-26.8805344,-46.478126,-23.434552900000000
GLO - 1733,GOL,Zumbi Dos Palmares,Rio Largo,AL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-35.792882900000000,-9.5116056
GLO - 1734,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Ministro Victor Konder,Navegantes,SC,-48.649086700000000,-26.8805344,-46.478126,-23.434552900000000
GLO - 1735,GOL,Ministro Victor Konder,Navegantes,SC,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-48.649086700000000,-26.8805344
GLO - 1736,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Ministro Victor Konder,Navegantes,SC,-48.649086700000000,-26.8805344,-46.478126,-23.434552900000000
GLO - 1737,GOL,Lauro Carneiro De Loyola,Joinville,SC,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-48.799841800000000,-26.2234999
GLO - 1738,GOL,Pinto Martins,Fortaleza,CE,Deputado Luis Eduardo Magalhaes,Salvador,BA,-38.3312411,-12.9110977,-38.5330966,-3.7771555
GLO - 1739,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Deputado Luis Eduardo Magalhaes,Salvador,BA,-38.3312411,-12.9110977,-43.2494233,-22.8134098
GLO - 1740,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-46.478126,-23.434552900000000
GLO - 1741,GOL,Governador Jose Richa,Londrina,PR,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-51.133159900000000,-23.332071400000000
GLO - 1742,GOL,Santos Dumont,Rio De Janeiro,RJ,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-43.1648755,-22.911143800000000
GLO - 1743,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-43.2494233,-22.8134098
GLO - 1744,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-46.478126,-23.434552900000000
GLO - 1745,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-43.2494233,-22.8134098
GLO - 1746,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-46.478126,-23.434552900000000
GLO - 1747,GOL,Santa Genoveva,Goiania,GO,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-49.2221166,-16.632488000000000
GLO - 1748,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-46.478126,-23.434552900000000
GLO - 1749,GOL,Tancredo Neves,Confins,MG,Afonso Pena,Sao Jose Dos Pinhais,PR,-49.1724811,-25.5327132,-43.965396000000000,-19.634099
GLO - 1750,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-46.478126,-23.434552900000000
GLO - 1751,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-43.2494233,-22.8134098
GLO - 1752,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Santa Genoveva,Goiania,GO,-49.2221166,-16.632488000000000,-43.2494233,-22.8134098
GLO - 1753,GOL,Santa Genoveva,Goiania,GO,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-49.2221166,-16.632488000000000
GLO - 1754,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Afonso Pena,Sao Jose Dos Pinhais,PR,-49.1724811,-25.5327132,-43.2494233,-22.8134098
GLO - 1755,GOL,Guararapes - Gilberto Freyre,Recife,PE,Deputado Luis Eduardo Magalhaes,Salvador,BA,-38.3312411,-12.9110977,-34.924015400000000,-8.1259315
GLO - 1756,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Viracopos,Campinas,SP,-47.1375685,-23.008205,-43.2494233,-22.8134098
GLO - 1758,GOL,Tancredo Neves,Confins,MG,Porto Seguro,Porto Seguro,BA,-39.0821431,-16.4395303,-43.965396000000000,-19.634099
GLO - 1759,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-38.3312411,-12.9110977
GLO - 1760,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Marechal Rondon,Varzea Grande,MT,-56.117268700000000,-15.653078600000000,-47.9172348,-15.869736900000000
GLO - 1761,GOL,Porto Seguro,Porto Seguro,BA,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-39.0821431,-16.4395303
GLO - 1762,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-47.9172348,-15.869736900000000
GLO - 1763,GOL,Pinto Martins,Fortaleza,CE,Eduardo Gomes,Manaus,AM,-60.046324900000000,-3.0358474000000000,-38.5330966,-3.7771555
GLO - 1764,GOL,Eduardo Gomes,Manaus,AM,Pinto Martins,Fortaleza,CE,-38.5330966,-3.7771555,-60.046324900000000,-3.0358474000000000
GLO - 1767,GOL,Congonhas,Sao Paulo,SP,Governador Jose Richa,Londrina,PR,-51.133159900000000,-23.332071400000000,-46.6565842,-23.6273246
GLO - 1768,GOL,Hercilio Luz,Florianopolis,SC,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-48.5459657,-27.670118
GLO - 1769,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Hercilio Luz,Florianopolis,SC,-48.5459657,-27.670118,-47.9172348,-15.869736900000000
GLO - 1770,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Porto Seguro,Porto Seguro,BA,-39.0821431,-16.4395303,-46.478126,-23.434552900000000
GLO - 1771,GOL,Porto Seguro,Porto Seguro,BA,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-39.0821431,-16.4395303
GLO - 1772,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Porto Seguro,Porto Seguro,BA,-39.0821431,-16.4395303,-46.478126,-23.434552900000000
GLO - 1773,GOL,Porto Seguro,Porto Seguro,BA,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-39.0821431,-16.4395303
GLO - 1774,GOL,Eurico De Aguiar Salles,Vitoria,ES,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-40.2835346,-20.257648900000000
GLO - 1775,GOL,Hercilio Luz,Florianopolis,SC,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-48.5459657,-27.670118
GLO - 1776,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Marechal Rondon,Varzea Grande,MT,-56.117268700000000,-15.653078600000000,-47.9172348,-15.869736900000000
